Company Name,Rating,Good Reviews,Bad Reviews,Salaries
DesignTech Systems,3.4,,"Promotions / Appraisal, Company Culture, Work Satisfaction",2k
Bengal Beverages,3.1,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.4k
H & R Johnson,3.5,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1.2k
Montecarlo Construction,4.2,"Salary & Benefits, Work Life Balance, Company Culture",,1.3k
Nagarjuna Fertilizers and Chemicals,4.1,"Company Culture, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1.2k
Indian Immunologicals,4.1,"Work Life Balance, Job Security, Work Satisfaction",Promotions / Appraisal,1.7k
PULSUS HealthTech Group,3.2,,"Salary & Benefits, Promotions / Appraisal, Job Security",1.3k
Mjunction Services,3.9,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1.8k
Orion Innovation,3.5,,"Promotions / Appraisal, Company Culture, Job Security",3.6k
Self Practice,4.4,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,6.1k
TruBridge Healthcare Private Limited,3.9,"Work Life Balance, Skill Development / Learning, Company Culture",,646
Go Colors,3.9,"Work Life Balance, Job Security",Promotions / Appraisal,1k
Midland Microfin Limited,3.5,,"Promotions / Appraisal, Salary & Benefits, Company Culture",901
Flipkart Health+,3.5,,"Promotions / Appraisal, Work Satisfaction, Job Security",1.6k
Nuvama Wealth and Investment,3.3,,"Work Satisfaction, Promotions / Appraisal, Job Security",2.3k
Regency Hospital Ltd,4.1,"Work Life Balance, Job Security, Skill Development / Learning",,1.4k
AQM Technologies,3.2,,"Promotions / Appraisal, Company Culture, Work Life Balance",3.4k
K D Hospital,4.5,"Company Culture, Job Security, Skill Development / Learning",,353
Freecharge,3.8,Work Life Balance,Promotions / Appraisal,2.8k
Infosys Consulting,3.4,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",3.9k
Aptech,3.3,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1.8k
SoftwareOne,3.7,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",3.6k
Bhagwati Products,3.6,,"Promotions / Appraisal, Company Culture, Work Life Balance",1.2k
Polestar Analytics,4.2,"Company Culture, Promotions / Appraisal, Skill Development / Learning",,1.2k
Godrej Jersey,4.0,"Work Life Balance, Company Culture, Job Security",,1.3k
Cimpress,3.8,"Company Culture, Work Life Balance","Promotions / Appraisal, Job Security",2.9k
Falcon Autotech,3.9,Job Security,Promotions / Appraisal,1.9k
Kothari Agritech,4.2,"Work Life Balance, Work Satisfaction, Job Security",,714
Neilsoft,3.1,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",3k
Transasia Bio-Medicals,3.3,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.7k
IL&FS Engineering and Construction,4.5,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,947
Konexions Back Office Services,2.7,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.6k
Deluxe Entertainment,3.5,,"Promotions / Appraisal, Job Security, Skill Development / Learning",2.5k
Sunwoda Electronic India Pvt Ltd,4.0,"Job Security, Company Culture",Promotions / Appraisal,1.9k
Dee Piping System,4.1,"Work Satisfaction, Skill Development / Learning, Salary & Benefits",,1.6k
Meyer Organics,3.6,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.5k
House of EdTech,4.3,"Salary & Benefits, Promotions / Appraisal, Skill Development / Learning",,205
Dun & Bradstreet,3.0,,"Promotions / Appraisal, Job Security, Work Satisfaction",3k
Cipla Health,4.1,"Salary & Benefits, Company Culture, Work Life Balance",,1.4k
Tata Steel Downstream Products,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits",1.5k
ZTE Corporation,4.0,"Company Culture, Work Life Balance, Work Satisfaction","Job Security, Promotions / Appraisal",1.2k
Aker Solutions,4.0,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,2.2k
Reshamandi,3.5,,"Job Security, Promotions / Appraisal, Skill Development / Learning",592
Mashreq Global Services,3.1,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",2.4k
Ozone Overseas,3.9,"Work Life Balance, Salary & Benefits",,1.4k
Alankit,3.2,,"Promotions / Appraisal, Work Satisfaction, Job Security",1.3k
Fossil Group,3.9,Work Life Balance,Promotions / Appraisal,2.1k
Flatworld Solutions,3.4,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",2.8k
TotalEnergies,3.8,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.6k
360 Realtors,3.5,,"Job Security, Work Life Balance, Work Satisfaction",1.5k
GTL Infrastructure,4.1,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,890
LKQ INDIA,3.4,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.5k
Rieter,3.4,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning",2.3k
Capital Foods,4.2,"Salary & Benefits, Work Life Balance, Skill Development / Learning",,1.3k
IndusInd Capital,3.9,"Company Culture, Work Life Balance",Promotions / Appraisal,1.9k
Mungi Group,3.9,Skill Development / Learning,Promotions / Appraisal,1.8k
Chettinad Cements,3.9,"Work Life Balance, Salary & Benefits",,1.9k
Powerweave,3.3,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.7k
KLAY Preschool and Daycare,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.4k
Vision India Services,4.0,"Work Life Balance, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal,1.4k
NOON.COM,3.2,,"Promotions / Appraisal, Skill Development / Learning, Job Security",2.7k
Ind-Swift Laboratories,3.9,"Job Security, Work Life Balance",Promotions / Appraisal,1.6k
Tata Steel Colors,3.7,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1.6k
NIFTEL COMMUNICATIONS,3.7,,,762
Paynearby Technologies,4.0,"Salary & Benefits, Company Culture, Work Life Balance",,1.4k
The Indian Hotels Company,4.1,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,1.7k
Kutchina,3.4,,"Promotions / Appraisal, Salary & Benefits, Job Security",1.2k
Rakuten Symphony,3.5,,"Promotions / Appraisal, Job Security, Work Satisfaction",3.6k
Honeywell International India,4.0,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,2.5k
Western Union,2.8,,"Job Security, Promotions / Appraisal, Work Satisfaction",2.7k
Ami Lifesciences,3.8,Salary & Benefits,Promotions / Appraisal,1.8k
IIMI Image Management Private Limited,4.1,"Company Culture, Work Life Balance, Work Satisfaction",,563
Mazagon Dock,4.2,"Work Life Balance, Work Satisfaction, Company Culture",Promotions / Appraisal,1.2k
ARMSOFTECH.AIR,3.3,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.4k
Freyr Solutions,3.6,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",2.7k
Premium Transmission,3.4,,"Promotions / Appraisal, Company Culture, Job Security",1.9k
CWT,3.4,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",1.4k
Clean Harbors,3.4,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",2.7k
ARMSOFTECH.AIR,3.3,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.4k
Freyr Solutions,3.6,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",2.7k
Intercontinental Exchange,3.1,,"Promotions / Appraisal, Company Culture, Work Satisfaction",2.7k
Le Méridien,4.2,"Job Security, Skill Development / Learning, Company Culture",,1.2k
Educomp Solutions,3.3,,"Job Security, Promotions / Appraisal, Skill Development / Learning",642
Nexteer Automotive,3.8,,Promotions / Appraisal,2.6k
Ramada,3.8,,Promotions / Appraisal,1k
Theobroma Foods,3.9,Salary & Benefits,Promotions / Appraisal,1.3k
ABCI Infrastructures,3.4,,"Promotions / Appraisal, Salary & Benefits, Company Culture",6.8k
Impact Guru,3.6,,"Promotions / Appraisal, Company Culture, Work Life Balance",1.6k
Tata Steel Utilities and Infrastructure Services,3.6,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.2k
Entrata,3.8,"Company Culture, Work Life Balance","Promotions / Appraisal, Skill Development / Learning",2.4k
Talbros,3.8,,Promotions / Appraisal,1.7k
Bonfiglioli Transmissions Limited,3.6,,"Work Life Balance, Promotions / Appraisal, Company Culture",1.7k
Webkul Software,4.0,"Skill Development / Learning, Company Culture, Work Satisfaction",,1.4k
Mahindra Lifespace Developers,4.1,"Work Life Balance, Job Security, Company Culture",,1.7k
FM LOGISTIC,4.0,"Work Life Balance, Job Security",Promotions / Appraisal,1.3k
Calsoft,2.7,,"Promotions / Appraisal, Job Security, Company Culture",3.7k
OnePlus,3.7,,"Promotions / Appraisal, Job Security",1.9k
InfoBeans,3.3,,"Promotions / Appraisal, Job Security, Work Satisfaction",3.6k
State Street Bank,3.5,,"Promotions / Appraisal, Salary & Benefits, Job Security",3.1k
Samsung C&T,4.2,"Salary & Benefits, Company Culture, Work Life Balance",,1.4k
Ingersoll Rand,3.8,Work Life Balance,Promotions / Appraisal,2.4k
Siyaram Silk Mills,3.9,,Promotions / Appraisal,1.5k
Vcare Trichology,3.6,,"Promotions / Appraisal, Company Culture, Job Security",1.9k
Medica Superspecialty Hospital,3.8,,"Promotions / Appraisal, Salary & Benefits",1.5k
Nous Infosystems,3.5,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",3.4k
Citykart Retail,3.7,,"Work Satisfaction, Job Security",999
Tessolve,3.3,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.8k
e2open,3.5,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",3.5k
YKK,3.8,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.3k
Adani Logistics,3.7,,"Promotions / Appraisal, Work Satisfaction, Job Security",1.8k
RSWM Limited,4.1,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,1.3k
Eurofins It Solutions,3.0,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",3.4k
UNIVO Education,3.4,,"Promotions / Appraisal, Job Security, Skill Development / Learning",1.5k
Secure Value,3.3,,"Promotions / Appraisal, Job Security, Salary & Benefits",901
B.C. Jindal Group of Companies,3.9,"Work Life Balance, Salary & Benefits, Work Satisfaction",,1.1k
National Organic Chemical Industries,3.8,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",1.8k
Tally Solutions,4.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,2.4k
Carrier Midea,3.6,,"Promotions / Appraisal, Job Security, Salary & Benefits",1.8k
Flipkart Wholesale,3.8,,Promotions / Appraisal,1k
NeoGrowth Credit,3.0,,"Job Security, Work Satisfaction, Company Culture",1.8k
Dodsal Engineering & Construction,4.5,"Work Satisfaction, Skill Development / Learning, Company Culture",,685
Zypp Electric,3.9,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,967
Chambal Fertilisers And Chemicals,3.8,"Job Security, Salary & Benefits","Promotions / Appraisal, Work Life Balance, Company Culture",1.5k
Baramati Agro,3.8,,Promotions / Appraisal,1.5k
National Bulk Handling Corporation,4.0,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,1.1k
ZUCOL Services,3.8,Company Culture,"Promotions / Appraisal, Salary & Benefits",733
Bmm Ispat,3.9,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,1.5k
Thrillophilia,3.6,,,900
A. O. Smith India Water Products Private Limited,3.7,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction, Job Security",1.4k
Yutika Natural,3.4,,"Job Security, Promotions / Appraisal, Company Culture",961
Haldia Petrochemicals,3.8,"Job Security, Work Life Balance","Promotions / Appraisal, Company Culture, Work Satisfaction",1.9k
Indian Institute of Technology Gandhinagar,4.1,"Work Life Balance, Skill Development / Learning, Work Satisfaction",,2.5k
Arvind Fashions,3.9,Work Life Balance,Promotions / Appraisal,1.8k
Asian Granito India,3.5,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",1.5k
Fitelo,3.3,,"Job Security, Promotions / Appraisal, Work Life Balance",728
Aculife Healthcare,3.0,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.5k
Orient Bell,3.4,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.5k
Systems Plus,4.2,"Work Life Balance, Company Culture, Salary & Benefits",,1.5k
Indian Political Action Committee,2.9,,"Job Security, Promotions / Appraisal, Work Life Balance",1.8k
Skillmine Technology Consulting,3.9,"Work Life Balance, Salary & Benefits, Company Culture",,1.6k
Marksans Pharma,3.4,,"Promotions / Appraisal, Company Culture, Salary & Benefits",1.7k
Nowfloats Technologies,3.6,,"Job Security, Promotions / Appraisal",1.1k
Nettur Technical Training Foundation,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.2k
IMS People,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.2k
Groupon,3.1,,"Job Security, Promotions / Appraisal, Skill Development / Learning",2.4k
Tagros Chemicals,3.6,,"Promotions / Appraisal, Company Culture, Job Security",1.9k
Capital Trust,3.3,,"Job Security, Company Culture, Work Satisfaction",866
Silver Touch Technologies,3.1,,"Promotions / Appraisal, Company Culture, Work Satisfaction",2.5k
India Nippon Electricals,3.8,"Skill Development / Learning, Work Life Balance, Work Satisfaction",Promotions / Appraisal,1.6k
FCm Travel Solutions,3.2,,"Promotions / Appraisal, Job Security, Work Satisfaction",1.6k
Pole To Win,3.2,,"Promotions / Appraisal, Job Security, Salary & Benefits",2k
Prolifics Corporation,3.6,,"Promotions / Appraisal, Salary & Benefits, Company Culture",2.4k
Nidec Corporation,3.6,,"Promotions / Appraisal, Skill Development / Learning",1.6k
Spoton Logistics,4.4,"Company Culture, Work Life Balance, Skill Development / Learning",,1.1k
TCL,4.1,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,2k
Jyoti CNC Automation,3.9,"Job Security, Skill Development / Learning",Promotions / Appraisal,1.4k
Zaalima Development,4.3,"Work Life Balance, Skill Development / Learning, Company Culture",Salary & Benefits,10
Axis Finance,3.8,"Salary & Benefits, Work Life Balance",,2k
Novartis Healthcare,4.1,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,3.1k
Ensono,4.1,"Company Culture, Work Life Balance, Salary & Benefits",,2.5k
AppInventiv Technologies,3.9,"Company Culture, Work Life Balance, Work Satisfaction",,2.6k
Mann And Hummel Filter,3.9,"Company Culture, Work Life Balance",Promotions / Appraisal,1.7k
TTK Healthcare,4.1,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,1.3k
Spice Money,4.1,"Company Culture, Work Life Balance, Skill Development / Learning",,1.5k
Aizant Drug Research Solutions,3.9,"Skill Development / Learning, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1.3k
Magus Customer Dialog,3.7,,"Salary & Benefits, Work Life Balance, Promotions / Appraisal",791
Aramex,3.3,,"Promotions / Appraisal, Work Satisfaction, Company Culture",1.2k
Imarticus Learning,3.9,"Company Culture, Work Life Balance, Skill Development / Learning",,1.2k
Hero Housing Finance,3.8,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,1.6k
Havmor Ice Cream,4.1,"Work Life Balance, Company Culture, Work Satisfaction",,1.3k
Aka Logistics,3.2,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.4k
Lotte India Corporation,4.0,Work Life Balance,Promotions / Appraisal,1.4k
MyMoneyMantra,3.1,,"Promotions / Appraisal, Job Security, Salary & Benefits",1.8k
Samsonite,4.0,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,1.4k
Pon Pure Chemical,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.5k
International Automotive Components,3.9,Skill Development / Learning,Promotions / Appraisal,2k
Metrochem Api,3.1,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.9k
Astra Microwave Products,3.9,"Job Security, Work Life Balance, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal",2.1k
Uniparts Group,3.6,,"Promotions / Appraisal, Company Culture, Job Security",1.5k
Desun Hospital & Heart Institute,3.8,Skill Development / Learning,Promotions / Appraisal,1.1k
DataMetica,3.2,,"Work Life Balance, Promotions / Appraisal, Company Culture",2.8k
CogentHubCX.AI,3.3,,"Company Culture, Promotions / Appraisal, Job Security",828
ArisGlobal,2.8,,"Job Security, Promotions / Appraisal, Company Culture",3k
Tutopia,4.5,"Company Culture, Work Life Balance, Work Satisfaction",,405
Bangalore International Airport,4.3,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1.5k
Buhler,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",1.9k
Agro Tech Foods,4.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,1.2k
PC Jewellers,3.8,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",948
